ud,pc,zf,p,o,h,l,yc,cje,v,pv,tv,t,dm
71.191,2.6213,2.7133,2787.107,2716.712,2789.054,2715.364,2715.916,39371949700,15443162,1544316211,6347,2025-07-17 15:00:12,399993
18.031,1.064,1.6458,1712.665,1692.148,1715.036,1687.146,1694.634,46934668700,23981525,2398152545,5353,2025-07-17 15:00:12,399994
-12.715,-0.347,0.6415,3651.286,3649.288,3662.165,3638.661,3664.001,8440235400,13268957,1326895715,130672,2025-07-17 15:00:12,399995
57.789,1.6195,1.7744,3626.007,3566.913,3626.007,3562.693,3568.218,102169037900,38487149,3848714887,957,2025-07-17 15:00:12,399996
17.553,0.1892,0.9582,9295.745,9266.236,9325.232,9236.327,9278.192000000001,10619554900,1416105,141610511,5561,2025-07-17 15:00:09,399997
5.509,0.2964,0.613,1864.315,1860.648,1866.262,1854.867,1858.806,4119522600,5921458,592145832,10598,2025-07-17 15:00:12,399998
29.98,1.0866,1.3515,2789.04,2756.967,2789.04,2751.751,2759.06,428966346600,328346495,32834649461,1447158,2025-07-17 15:00:12,932000
103.481,2.9883,4.074,3566.38,3437.632,3578.711,3437.632,3462.899,79961674200,20179525,2017952472,293902,2025-07-17 15:00:05,970070
15.538,1.1507,1.0986,1365.848,1351.128,1365.963,1351.128,1350.31,100488892600,34290997,3429099662,50,2025-07-17 15:04:53,980001
97.746,1.5071,1.7923,6583.585,6479.301,6583.585,6467.338,6485.839,30282398500,9049685,904968457,95111,2025-07-17 15:00:14,980015
109.418,1.7593,1.8823,6328.926,6219.769,6328.926,6211.859,6219.508,32533199200,8761221,876122075,83981,2025-07-17 15:00:14,980016
64.6,0.7287,1.5064,8929.946,8846.404,8929.946,8796.4,8865.346,31731696000,4508498,450849753,63695,2025-07-17 15:00:17,980017
52.744,1.679,1.9944,3194.087,3138.875,3194.521,3131.87,3141.343,25298199100,11289764,1128976359,135549,2025-07-17 15:00:14,980018
30.536,1.379,2.4575,2244.951,2210.74,2256.307,2201.887,2214.415,28115364300,8358042,835804239,93774,2025-07-17 15:00:26,980022
24.078,1.132,1.5999,2151.038,2123.223,2151.421,2117.391,2126.96,36183562300,13857112,1385711167,253,2025-07-17 15:04:53,980023
11.222,0.5058,0.838,2229.977,2221.589,2230.231,2211.637,2218.755,24871456600,8497182,849718214,119005,2025-07-17 15:00:14,980027
44.891,0.3958,0.9513,11387.249,11331.262,11439.158,11331.262,11342.358,11663208400,4298678,429867772,61424,2025-07-17 15:00:14,980028
168.677,3.095,3.0041,5618.597,5454.877,5618.597,5454.877,5449.92,60403247300,24350629,2435062920,300046,2025-07-17 15:00:14,980030
172.676,1.6655,1.8545,10540.696,10386.438,10540.696,10348.426,10368.02,30613074200,9993065,999306536,134740,2025-07-17 15:00:26,980032
9.482,0.551,0.58,1730.272,1722.154,1730.679,1720.698,1720.79,12947509000,12261634,1226163395,163881,2025-07-17 15:00:26,980035
23.367,0.7362,0.9016,3197.353,3175.534,3197.803,3169.185,3173.986,24059131800,19749277,1974927682,180,2025-07-17 15:04:53,980068
80.471,2.6026,2.4918,3172.367,3100.935,3174.417,3097.374,3091.896,26902771900,12821213,1282121280,155488,2025-07-17 15:00:17,980076
6.274,0.1343,0.4216,4677.104,4675.38,4687.322,4667.63,4670.83,28818971200,22617296,2261729598,327008,2025-07-17 15:00:14,980092
35.534,1.6616,1.8719,2174.032,2135.92,2175.755,2135.725,2138.498,136258383100,28976208,2897620811,412424,2025-07-17 15:00:05,988006
35.053,1.6524,1.8658,2156.364,2118.658,2158.085,2118.506,2121.311,17357509500,28976208,2897620811,412424,2025-07-17 15:00:05,988007
39.351,1.6636,1.8719,2404.825,2362.668,2406.731,2362.452,2365.474,136258383100,28976208,2897620811,412424,2025-07-17 15:00:05,988106
38.819,1.6544,1.8658,2385.274,2343.565,2387.178,2343.397,2346.455,17357509500,28976208,2897620811,412424,2025-07-17 15:00:05,988107
19.33,1.1763,1.099,1662.605,1644.687,1662.746,1644.687,1643.275,100488892600,34290997,3429099662,50,2025-07-17 15:04:53,988201
